Domain,Website Status,SPF,DKIM,DMARC
henneberysports.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:98730ed1.ppspf.net -all,Not found,Not found
comhaltas.ie,Live (HTTP),v=spf1 include:_spf.google.com ~allv=spf1 mx include:cmail1.com ~all,Not found,v=DMARC1; p=none;
roscommonherald.ie,Live (HTTP),v=spf1 include:_spf.mx.cloudflare.net ~all,Not found,Not found
healthxpress.ie,Live (HTTP),Not found,Not found,Not found
zooplus.ie,Live (HTTP),v=spf1 ip4:62.209.48.170/32 include:spf.protection.outlook.com include:amazonses.com include:spf.mailjet.com include:fdspfeuc.freshemail.io include:sendgrid.net -all,Not found,v=DMARC1; p=none; rua=mailto:dmarc-reporting@zooplus.com
fotawildlife.ie,Live (HTTP),v=spf1 mx a include:spf.protection.outlook.com include:spf.antispamcloud.com include:spf.ess.de.barracudanetworks.com -all,Not found,v=DMARC1; p=reject; pct=100; ruf=mailto:monitoring@fotawildlife.ie;
echo.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com mx:relay.tibus.net ip4:178.32.223.234/32 ip4:217.115.113.100/32 ip4:217.115.122.129/32 ip4:78.153.212.172 -all,Not found,v=DMARC1; p=reject
babycareshop.ie,Live (HTTP),v=spf1 ip4:185.224.198.22 include:spf.protection.outlook.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAvxfwdOO/Zb4UKXuGJXKjj9qfwYBAdTb+nVkWDw9imdRL7oK3/WCzRdO6LPnjIEkETY8/YbzsGodwQHBQu7rNOwfeRBXSX2sxm9ftVYmXq14wwAEQ9IFLiOe64RMcYTladGCou91tvVd69y1ly0mzl6QJ3c1Fltu/lUKBmWOYUJhVST3OlH5qtLrvGbQ26ROgQ Z1ujC8SvebShNlIebtYmTno5fvXqin2LhGN5qrRR2/r+QKNSI2EL2ScMirCeuIg3HQJu9iJtjAtlq42esg4A5Aagve01cA3M/0481MgfjU7CkL7B+hzH07aAIbBEtXmLywDzeht+N0b0kYSz3M3YQIDAQAB;,Not found
theirishfield.ie,Live (HTTPS),v=spf1 a mx ip4:46.22.136.28 ip4:46.22.138.149 ip4:46.22.135.85 ip4:46.22.135.84 include:spf.protection.outlook.com include:24904274.spf01.hubspotemail.net ~all,Not found,v=DMARC1; p=none; rua=mailto:aggrep@farmersjournal.ie;
ice-casino.ie,No response,Not found,Not found,Not found
motoworld.ie,Live (HTTP),v=spf1 include:emailsrvr.com include:spf.blacknight.ie ~all,Not found,Not found
phillipsmenswear.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie  ~all,Not found,Not found
dccae.gov.ie,Live (HTTP),v=spf1 ip4:137.191.239.189 ip4:193.1.193.165 ip4:193.178.1.33 ip4:137.191.224.10 ip4:137.191.224.140  include:spfext.itservices.gov.ie -all,Not found,v=DMARC1; p=none;
knockshrine.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:servers.mcsv.net include:spf.ess.uk.barracudanetworks.com include:spf1.emailsecurity.app -all,Not found,v=DMARC1; p=reject; fo=1; rua=mailto:dkgjlkcr@rua.dmarceye.com; ri=86400
greenparty.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com include:spf.topsec.com include:customers.clickdimensions.com include:_spf.eu.messagegears.net -all,Not found,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc@zenotec.ie; ruf=mailto:dmarc@zenotec.ie; fo=1
stapletonselectrical.ie,Live (HTTP),v=spf1 a mx ptr include:spf.reg365.net include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc@zenotec.ie; ruf=mailto:dmarc@zenotec.ie; fo=1
clifdenbikeshop.ie,Live (HTTP),v=spf1 ip4:91.136.49.203 ip4:207.55.255.4 +a +mx ~all google-site-verification=ZmH-87VWmKhWJRo_wMWsgv4eq40sFWw0jQv5ly-3Sig,Not found,Not found
prettyplease.ie,Live (HTTP),v=spf1 ip4:91.210.232.230 +a +mx include:spf.webhostingireland.ie ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAs61vZv81sDvpA5bgjQrgiR7ApfxK1WED63Jye4QxemDNbEa2seep4CHuX0yu34kHAQcGy15Fakazr93cwPhaHNuNM0nZ4KUkq5B256xUl898fpkGfqmeABxJ29L3BLnONxSeHbREO8XAd3MRZTGY91NylXB8JQoiMRLyQSF4q5y4k7/KmIAxgw9hajs2eKQox 7hhWXnvOgxapjK6E+jcSB5GvcK9SFEz0VIWftpKbl9CuPjQBeZ97FD20CLDafca7mCOPKyGmVdIVnxhj7jjsksrAyEXPpvQcGMMtN8OoUJYLWgOyVZDIRThAr23+amPb/0ZhnpxpZb2qMLwaHsinwIDAQAB;,Not found
mdoshea.ie,Live (HTTP),v=spf1 ip4:213.233.128.44 ip4:84.51.253.158 ip4:54.247.71.5 include:spf.protection.outlook.com -all,Not found,Not found
fourcourtspress.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,Not found,v=DMARC1; p=none;
malahidecastleandgardens.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:sendgrid.net include:mailgun.org include:spf.google.com include:mail.wpengine.com ip4:35.242.178.204 -all,Not found,v=DMARC1; p=reject; rua=mailto:dmarc_agg@vali.email; pct=100; fo=1;
muckross-house.ie,Live (HTTP),v=spf1 include:spf.da2.radleys.ie,Not found,Not found
vows.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyIv27TxO/Z7tRaphFWwmlkm6zr0vJD5jqovVes6eK0lvePHV9W2ejsGyRfXrnuWV7T+n/F4u2lb5DYt/ILoe9mcAsYFw/BBJveUELd4V9YKWU7Sen0WVZGnCR5VNk3O+Km4C07FP/dSHZzavBR8SyRyOJEw/XPVVZuAgwm4uG+qfttOnLtodIsh/8jiRig/MP IqDLrtE7b21SqkrMsHOOJOT1Eh1+RgR63ASU3MzJOFzQGMWVsjLSrwxVupeX4Gm51AIC1BLnoAHvDLsBnhFbj2bsJkZYAgAVpWDfC7flpFh7L8wxhclJ9SJl4Wbr8xERUke3Rn0Rrpu03jM1K3O6wIDAQAB;,Not found
curriculumonline.ie,Live (HTTP),v=spf1 include:spf.mailjet.com include:spf.hosts.co.uk ~all,Not found,Not found
tailorofblue.ie,Live (HTTP),v=spf1 mx a include:spf.elive.net -all,Not found,Not found
seaweed.ie,Live (HTTP),Not found,Not found,Not found
begleyspharmacy.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie  ~all,Not found,Not found
secretsales.ie,Live (HTTP),Not found,Not found,Not found
completecar.ie,Live (HTTP),v=spf1 ip4:178.62.6.41 include:zoho.com a mx include:_spf.mlsend.com ~all,Not found,v=DMARC1; p=none; rua=mailto:ed7aa5bc13a04015a649fa2ed1daeefb@dmarc-reports.cloudflare.net,mailto:shane@completecar.ie; ruf=mailto:shane@completecar.ie; sp=none; adkim=r; aspf=r
tii.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=none; rua=mailto:qz5gx8qe@ag.eu.dmarcian.com; ruf=mailto:qz5gx8qe@fr.eu.dmarcian.com;
galwaycity.ie,Live (HTTP),Not found,Not found,v=DMARC1;p=reject;sp=reject;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1
nicolaross.ie,Live (HTTP),v=spf1 +a +mx include:_spf.google.com ~all,Not found,v=DMARC1; p=reject; rua=mailto:info@nicolaross.ie; ruf=mailto:info@nicolaross.ie; pct=100; adkim=r; aspf=r   
silks.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
duchas.ie,Live (HTTP),Not found,Not found,Not found
zingy.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,Not found,v=DMARC1; p=none; sp=none; ri=86400
fetchyourpetneeds.ie,Live (HTTP),v=spf1 include:emailsrvr.com include:_spf.elasticemail.com ~all,Not found,v=DMARC1; p=none;
everymum.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none;
maximummedia.ie,Live (HTTP),v=spf1 ip4:52.169.0.179 ip4:104.40.229.156 include:spf.protection.outlook.com include:sendgrid.net include:spf.exclaimer.net include:_spf.google.com ~all,Not found,Not found
avondhupress.ie,Live (HTTP),v=spf1 +a +mx +a:web1.iseek.host +a:mail.darklite.ie ip4:78.153.205.192/27 include:spf.protection.outlook.com include:spf1.emailsecurity.app ~all,Not found,v=DMARC1; p=none
kennedys.ie,No response,v=spf1 +a +mx +a:ag.dmacmedia.ie include:spf.protection.outlook.com -all,Not found,v=DMARC1;p=none;v=DMARC1; p=none; adkim=s; aspf=s
ralphlauren.ie,Live (HTTP),v=spf1 include:mail.zendesk.com include:ralphlauren.com -all,Not found,v=DMARC1; p=none; rua=mailto:DMARC-Notification@RalphLauren.com
homeshutters.ie,No response,v=spf1 a include:spf.blacknight.ie  ~all,Not found,Not found
blanchardstowncentre.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
laoistoday.ie,Live (HTTP),v=spf1 include:mailgun.org mx a ip4:80.93.26.121 ip4:209.85.208.0/24 ip4:192.0.2.0/24 a:laoistoday.ie ip6:2001:db8:1234::/48 include:_spf.google.com ~all,Not found,v=DMARC1; p=none;
eventmaster.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:145316615.spf01.hubspotemail.net ~all,Not found,v=DMARC1; p=none;
lookfantastic.ie,Live (HTTP),Not found,Not found,Not found
outdooradventurestore.ie,Live (HTTP),v=spf1 a mx include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine; adkim=s; aspf=s
id.ie,Live (HTTP),v=spf1 a ip4:79.170.242.0/24 include:spf.protection.outlook.com include:relay.mailchannels.net  -all,Not found,v=DMARC1; p=none; rua=mailto:dmarc@idmail.uriports.com; ruf=mailto:dmarc@idmail.uriports.com; fo=1:d:s
benetti.ie,Live (HTTP),v=spf1 include:shops.shopify.com ip4:178.63.81.198/32 ip4:144.76.75.138/32 ip4:144.76.75.187/32 ip4: 188.40.29.197/32 ip4:144.76.75.138/32 ip4:144.76.75.187/32 a mx ptr -all,Not found,Not found
dogs.ie,Live (HTTP),v=spf1 a ip4:46.22.135.49 include:teamworkdesk.com include:amazonses.com include:mg.dogs.ie include:_spf.google.com -all,v=DKIM1; k=rsa;p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQC0XyWgMOfcTU+Wh0iS/RuYYLRRDbHaXfrLhmtuSNYxJ1xw9xHrR9N0NVc8TlGL1robklGIlCZbWdW5Q/rKouiELaXImahIH4dYkAm4yJY/vO9drNvT9A04J4SkcPMhpfyxlF0tl5VlmZiF5LA4gKz96vjcyK0gAnVx1q+rigYnswIDAQAB,v=DMARC1; p=reject;
kilkennycastle.ie,Live (HTTPS),v=spf1 -all,Not found,Not found
nui.ie,Live (HTTP),v=spf1 mx ip4:193.1.192.201 include:spf.protection.outlook.com include:spf.mandrillapp.com -all,Not found,v=DMARC1; p=none; rua=mailto:support@evad.ie; pct=90
outdoorsy.ie,Live (HTTP),Not found,Not found,Not found
ribbonrouge.ie,Live (HTTP),v=spf1 a mx include:spf.antispamcloud.com include:spf.mandrillapp.com -all\ to \v=spf1 a mx include:relay.mailchannels.net include:spf.mandrillapp.com -all,Not found,Not found
cartoonsaloon.ie,Live (HTTPS),v=spf1 include:_spf.google.com ~all,Not found,Not found
nala.ie,Live (HTTP),v=spf1 include:spf1.emailsecurity.app include:spf.protection.outlook.com ip4:93.107.121.19 ip4:109.76.240.116 ~all,Not found,v=DMARC1; p=reject; rua=mailto:vfzbucdl@ag.eu.dmarcian.com; ruf=mailto:vfzbucdl@fr.eu.dmarcian.com;
ireland-live.ie,Live (HTTP),v=spf1 ip4:195.59.103.140/30 ip4:195.59.103.208/29 include:_spf.google.com include:maxemail.emailcenteruk.com include:servers.mcsv.net -all,Not found,Not found
therage.ie,Live (HTTP),v=spf1 include:spf.reg365.net ~all,Not found,Not found
toytown.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie  ~all,Not found,v=DMARC1; p=none; fo=1; rua=mailto:webmaster@toytown.ie
babymoonbabyshop.ie,Live (HTTP),Not found,Not found,Not found
killarneynationalpark.ie,Live (HTTP),v=spf1 -all,Not found,v=DMARC1;p=reject;sp=reject;adkim=s;aspf=s
pitterpatter.ie,Live (HTTP),v=spf1 +a +mx include:pitterpatter.ie.spf.auto.dnssmarthost.net ~all,pitterpatter.ie.default.dkim.auto.dnssmarthost.net.default._domainkey_f6e1f2822208c149bcb4f18a076e3623.dkim.dnssmarthost.net.v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAuYaeLYu3cf7su5Pra0V8iaB8V5Nw/z7G3EuPAI3fPDmKaLufhON+YHva/xSuJQli9aVhg61cw9XLZUDs3gBtHiYijFPSeNatNYYFvAcyhFI1A7aCB8hVmCmLN4ERqaauuFFp0N7J6d8jFOxdxzU17mhH3ZQU9XULpadl7WtOS7veZV5nNd3QHnOd8l6OaBIjZ KZYB4vOBCybuFgH3ic+a8HtJ4mTDl6kWO7MM9nmeCxGzh52U20pRI9uyJewUAhlXFQN7ZGB5RhWEqZdjZpn3ldM9C5/lhhfIJuJg//PhYIzw0rUm3T71QukZA4mJQZjD5z/V1Tf4LuvK9mpx7XrvwIDAQAB;,v=DMARC1; p=none; aspf=r; adkim=r;
twinkl.ie,Live (HTTP),v=spf1 include:_spf.google.com include:_spf.salesforce.com ~all,Not found,v=DMARC1; p=none;
huntertreacytailors.ie,Live (HTTP),v=spf1 +a +mx +a:gnld13.siteground.eu  include:huntertreacytailors.ie.spf.auto.dnssmarthost.net ~all,huntertreacytailors.ie.default.dkim.auto.dnssmarthost.net.default._domainkey_c0b0a74d73a637e0ae3f9624342a92cf.dkim.dnssmarthost.net.v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAurM7DYf4G0ARR7xV7RIIlqm45WG6MosakUixaV3twdsHUXF+btwxZHZcyc+yweyil6OrmL0Zhu0z8z8jcdbq1PGqk5fRAR6FBxLicPYnPfGm0152a2EngOB9fUqyAPZabb6QNajouU6i+30G45bAr6uwrIPXaQz9x9mG4zCzYVtgrkChZV0LoShf83rLEgLSU 9ndtbJhNC73od2F/AsXdQOHo6sjFkoDRIcbf0SdKX13U/kPl87wJSSCYxgmd+2ZIKH0UOR40YTANisCHk3zZxcFv84LEfZZyyAiv0VFWfdO3BJu1MxM1LafJGFRHwOplfrIczFRwx1UfW8K6uPkjQIDAQAB;,v=DMARC1; p=none; aspf=r; adkim=r;
jigsaw.ie,Live (HTTPS),v=spf1 include:_spf.createsend.com a ip4:207.55.255.20 include:spf.protection.outlook.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAoOgQ97kf/49vcl0U9uWNhkKSOVMp0bWmE+SCXOSoTsgf04SFRfOt1XR985DQr3+tQpTzwOVRW1e58rS31o+Wo0vaoBJwR5qgqczevKSrbWocczSaymzdjnu2H2udZnD74xVJubLamAVJ8+98/uG25J3Z24qlZEkQIDd2o1TAhkpzIDP5cqDK5km69r8y SwaMO+9Pd3xF5lsVCxxCECmLGoVgdU/gZMr8n5SfyX5xBLQSoL0u3ZZLJ4dbuWftN63SpmunLUYl7G8EELijcA694/107kDd9p0zbbFBbDjPmsppbCHiDxIzh5Kafpc2OnnfhJm/X9AkpCt8fbTXGbpvcwIDAQAB;,v=DMARC1; p=none; rua=mailto:gary.moore@jigsaw.ie; ruf=mailto:gary.moore@jigsaw.ie; sp=none;
zurich.ie,No response,Not found,Not found,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;fo=1
chill.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=quarantine; sp= quarantine; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_agg@vali.email; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com
magpiegems.ie,Live (HTTP),v=spf1 a mx a:zoho.eu ip4:217.183.227.57 ip6:2001:bb6:ea00:6200:d938:ced:6c15:298b include:zoho.eu ~all,Not found,v=DMARC1; p=reject; rua=mailto:dmarc.records@magpiegems.ie; ruf=mailto:dmarc.records@magpiegems.ie; sp=reject; adkim=s; aspf=s; pct=100
xmusic.ie,Live (HTTP),v=spf1 ip4:93.107.51.30 ip4:5.149.168.166 include:spf.protection.outlook.com include:zcsend.net a:mail.xmusic.ie -all,Not found,v=DMARC1; p=none;
southeastradio.ie,Live (HTTP),v=spf1 a mx ip4:149.5.39.122 ip4:212.17.63.82 a:remote.southeastradio.ie a:graphedia01.blacknight.ie include:mailanyone.net include:spf.protection.outlook.com include:spf.graphedia.ie -all,Not found,Not found
petworld.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie ~all,Not found,v=DMARC1; p=none;
westofirelandcarscene.ie,Live (HTTP),v=spf1 +a +mx +ip4:91.210.232.8 include:spf.webhostingireland.ie +ip4:185.43.232.251 ~all,Not found,Not found
addy.ie,Live (HTTP),Not found,Not found,Not found
toolman.ie,Live (HTTP),v=spf1 ip4:91.210.235.125 include:spf.webhostingireland.ie +mx +a ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAtjPrdw+Miqh+LsTpjUixhFLwtMIaljLXgUv1hTCPvT693MkhahMTHhGhI8rlw5sueh2WC3VpCLd1TKbctYKRwxI2c8kh+1aqyvbR7WuhTwPYeFAtCYWTc4vikumzaAKstZf5zjHcuYM0gQhtgy7TUq27x456WnDp1obxOwBm1tEj3rnVH7w5ZcHJCNUOYEv5H Z+LZFyeZXrXIb9r3BLuDEISXQ9rQ9oeD3P4OUpUSBLPAkzgxjT9s2ibm6ybFAhpu54TJetpNURy0dG+dx/+vQbLI2fb6+nXlxMSC0C7zbUkfga9ZYBQsRFi8UT0rJDjLUbY1lLRpxGsw5Qh+E7WcwIDAQAB;,v=DMARC1; p=none; rua=mailto:rua@dmarc.brevo.com
ncse.ie,Live (HTTP),v=spf1 ip4:137.191.246.53 ip4:137.191.249.114 include:spfext.itservices.gov.ie -all,Not found,v=DMARC1; p=none;
lenus.ie,Live (HTTP),Not found,Not found,Not found
rothar.ie,Live (HTTP),v=spf1 +a +mx +include:spf.myhost.ie ~all,Not found,v=DMARC1; p=none
athleticsireland.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc@athleticsireland.ie; ruf=mailto:dmarc@athleticsireland.ie; fo=1; pct=100
may.ie,No response,v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
beattys.ie,Live (HTTP),v=spf1 a:hamfrj.shared.klaviyomail.com include:spf.protection.outlook.com include:trustpilotservice.com include:spf.topsec.com -all,Not found,v=DMARC1;  p=quarantine; rua=mailto:3b5c6957d4e744f9a53bb86f3b13c6c4@dmarc-reports.cloudflare.net
culturenight.ie,Live (HTTP),v=spf1 a mx a:host.culturenight.ie ip4:46.22.128.197 include:_spf.google.com ~allv=spf1 a include:spf.blacknight.com include:spf0101.titan.email ~all,Not found,Not found
premiumdomains.ie,Live (HTTP),v=spf1 a mx a:premiumdomains.ie ip4:5.254.55.34 ip4:185.5.172.155 ip4:185.5.172.154 ?all,Not found,v=DMARC1; p=reject; rua=mailto:sales@premiumdomains.ie;
roomsforrascals.ie,Live (HTTP),Not found,Not found,Not found
weare.ie,Live (HTTPS),v=spf1 mx a ip4:77.72.72.0/21 ip6:2a01:4b0::/32 ip4:192.254.116.40 include:spf.ourmailsender.com include:servers.mcsv.net include:_spf.salesforce.com include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc@weare.ie; ruf=mailto:dmarc@weare.ie; fo=1:d:s; adkim=r; aspf=s; pct=100; rf=afrf; ri=86400; sp=none
mcgowansfootwear.ie,Live (HTTP),v=spf1 +a +mx +ip4:35.214.219.34 include:spf.blacknight.ie include:mcgowansfootwear.ie.spf.auto.dnssmarthost.net ~all,mcgowansfootwear.ie.default.dkim.auto.dnssmarthost.net.default._domainkey_92cd118252206a557afa4f77f26252d2.dkim.dnssmarthost.net.v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCz54K6h4LSy4mGD1oicgm2DdDz+abP8MuVTMRUpi206E6jCikDyX5MNuXx8IPG/sxE6YUNDTm2EFvYq/XogAURP6YxEzVjXPLLx53YlEyFSIEBUPC7Jw12R4eVFkaSQuA7mNVf1gZzIYW+Cd+12TmvT+GQTkLXjeg70/cSPkB1SwIDAQAB;,v=DMARC1; p=none; aspf=r; adkim=r;
uniformity.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.exclaimer.net include:spf1.emailsecurity.app include:smtp.thisispearl.com ~all,Not found,v=DMARC1; p=none; rua=mailto:5252a2b3fef24fa9a203eb153c907674@dmarc-reports.cloudflare.net,mailto:stephen@uniformity.ie
sportscentre.ie,No response,v=spf1 include:spf.reg365.net ~all,Not found,Not found
donovan.ie,Live (HTTP),v=spf1 +a +mx -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAxx3F0Npy9THmOJvOs7WkO6tuBYYSak4xn+mRotWs4JleIncfEV3exw3ptJjgeyVxQ3G/mkWXLsXrXtlOi8w/PRIh+/SHfeySh2xHnXEmyL+uG1gJtWZniRIWn9lk7vm/iUR/+rfVehv5IorjA8rKJaMphKKbkT9w9kxiL5KvEx9HG91q7wG9LDB/jFtlUCLf3 2A/KSS+AZ1X7QE9GC2gimXYSguIZW7lfHnajg+E2d9JWRa352VFXklIe/PYJmAYzuOAEV7hU1lpoDyv4IliOtH63CkVDWaBeOBY5uuGhPoXJ5cfxn78AnLTh9lj/sUEuRz2YK4/flXDCoXpMSE2aQIDAQAB;,Not found
nda.ie,Live (HTTP),v=spf1 include:jsec.ie include:spfext.itservices.gov.ie -all,Not found,v=DMARC1; p=none;
carsireland.ie,No response,v=spf1 include:spf.protection.outlook.com include:servers.mcsv.net include:amazonses.com a:ms1.carsireland.ie include:spf.blacknight.com include:_spf.salesforce.com ip4:87.252.209.139 ip4:82.195.143.248 ip4:82.195.143.249 ip4:82.195.141.23 ip4:82.195.141. 22 ip4:185.2.66.172 ip4:82.195.157.128/25 ip4:176.34.169.204 ip4:82.195.128.128/25 ~all,Not found,v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:13dbc9fb@inbox.ondmarc.com;ruf=mailto:13dbc9fb@inbox.ondmarc.com;
dubraybooks.ie,Live (HTTP),v=spf1 ip4:168.245.72.207 include:spf.protection.outlook.com include:sendgrid.net -all,Not found,v=DMARC1; p=none;
evolutioncycles.ie,Live (HTTP),v=spf1 +a +mx +ip4:34.175.1.21  include:evolutioncycles.ie.spf.auto.dnssmarthost.net ~all,evolutioncycles.ie.default.dkim.auto.dnssmarthost.net.default._domainkey_fd516122ea2b7647ede311f4ef62b851.dkim.dnssmarthost.net.v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDQYG5dQ8yliQOCPqcFGixSOZep0nLfDhfSXdxKtIULIofK+Ca5M0SeaVf3PSRRN3WWrbPBqbipZjsS47hb1iRDnQQTI/jSKcwXbQJlbMkrBsKcKZATeJvLCzbSch/8dDn415lDyVBq8gV3hyRQgO8VhXZ/MFaeOOj6Z3eF1OsLqwIDAQAB;,v=DMARC1; p=none; aspf=r; adkim=r;
kerrycoco.ie,Live (HTTP),v=spf1 mx include:spf.protection.outlook.com a:mailgate.kerrycoco.ie include:authsmtp.com include:_spf.elasticemail.com include:amazonses.com -all,Not found,v=DMARC1; p=reject; rua=mailto:gerry.jeewoonarain@kerrycoco.ie
live95fm.ie,Live (HTTPS),v=spf1 include:_spf.google.com include:spf-00596a01.pphosted.com ~all,Not found,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com
fora.ie,Live (HTTPS),v=spf1 include:_spf.google.com include:spf.mandrillapp.com -all,Not found,v=DMARC1; p=reject; ruf=mailto:technotices@thejournal.ie; adkim=s; aspf=s;
screenireland.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:servers.mcsv.net include:spfa.cpmails.com ip4:91.185.174.169 ip4:185.145.13.131   -all,Not found,v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:bda66d54@inbox.ondmarc.com; ruf=mailto:bda66d54@inbox.ondmarc.com;
zalando.ie,Live (HTTP),v=spf1 ip4:185.85.220.205 include:_spf.google.com include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=none; rua=mailto:dmarc_reports@zalando.ie; ruf=mailto:dmarc_auth@zalando.ie;
bradburys.ie,Live (HTTP),Not found,Not found,Not found
wheel.ie,Live (HTTP),v=spf1 +a +mx include:spf.protection.outlook.com include:_spf.google.com include:sendgrid.net include:spf.ymlp.com ~all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc@wheel.ie; ruf=mailto:dmarc@wheel.ie; fo=1;
marians.ie,Live (HTTP),v=spf1 ip4:172.96.186.141 include:_spf.arandomserver.com +a +mx ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA5e3QG7UnadLVGYoqKEHlI3tCkDmJZGVF9zbIqf1Bor46UGbdGfqVJewg0nEVFCJUj//KM2C0VtadILnzEnskmvaNeVMM+t8ye3OG3SHqGhxogDhxRDq696p/W5xHTU/LJXUBrFlHjjImdX9GYmRCwUixV3hEhelARK9BYnI0poSOnm7yYJwBxiQghY7YJ3nE+ ozrZdjxwcb3Dn+ovFGJlFO1npQRAxvVC8i6dahMtAO/NLGiTj10wxngw1qtPrtWDfaJCrEq1L2MVUNzz0aFOTq65aNdm+aYMLJjalDQxzKu7xfumJqx0X5/tpsFvE03qGAoJa5opuV4v4mwdg12AQIDAQAB;,Not found
irishgolfer.ie,Live (HTTP),v=spf1 include:servers.mcsv.net include:_spf.google.com +a +mx +ip4:95.172.86.81 ~all,Not found,v=DMARC1; p=none
freebets.ie,Live (HTTP),v=spf1 +a +mx +ip4:91.210.235.187 include:spf.webhostingireland.ie ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAxYI+XkSPOSjJBReHmU+96ir28ykCxjWEiOWe6cDNlEAU+HoaX75QXVc7g6krl49BrN4z9DpXUyFrDH0KAPEfTkkGlFpMWRSaCgrrZbylMxOvVdcMv53vHcv8INgJFcbZFAewiw1SfvoklXsllnZw83P3JMQzy4/44vgh9rfBPntuzGgCI3DDpOmsCL2Qb8bcF fD/fHcrBmJSiITl1//Zx2qUwRqbRO62nT5RW67WkVRxKSQ4gObVAghiwvmgESM7AHzgFVPPc+Ne77BUSDSZY7L2rClbv36thh/UgBJeA5/M+HarEkejfNosXzgksMCZBb7WyKhWkCR5uhtqmY9dowIDAQAB;,Not found
kinsale.ie,Live (HTTP),v=spf1 ip4:35.214.39.184 a:servers.mcsv.net a:sgvps.net include:zoho.com -all,Not found,v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email;
iua.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
