Domain,Website Status,SPF,DKIM,DMARC
supervalu.ie,No response,v=spf1 ip6:fd1b:212c:a5f9::/48 ip4:83.71.135.83 ip4:35.232.112.110 ip4:35.188.198.57 include:spf.protection.outlook.com include:amazonses.com include:musgraveecomaws.com include:mail.zendesk.com include:spf.musgrave.laposa.ie include:spf.amris.com -all,Not found,Not found
supervalu.ie,No response,v=spf1 ip6:fd1b:212c:a5f9::/48 ip4:83.71.135.83 ip4:35.232.112.110 ip4:35.188.198.57 include:spf.protection.outlook.com include:amazonses.com include:musgraveecomaws.com include:mail.zendesk.com include:spf.musgrave.laposa.ie include:spf.amris.com -all,Not found,Not found
supervalu.ie,No response,v=spf1 ip6:fd1b:212c:a5f9::/48 ip4:83.71.135.83 ip4:35.232.112.110 ip4:35.188.198.57 include:spf.protection.outlook.com include:amazonses.com include:musgraveecomaws.com include:mail.zendesk.com include:spf.musgrave.laposa.ie include:spf.amris.com -all,Not found,Not found
cwcwe.ie,No response,v=spf1 include:spf.protection.outlook.com include:spf.mailanyone.net -all,Not found,Not found
deskellyinteriors.ie,No response,v=spf1 +a +mx +ip4:91.210.232.8 include:spf.webhostingireland.ie +ip4:185.43.232.251 +include:spf.protection.outlook.com -all,Not found,Not found
mirrorcontrols.com,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf-002d6701.pphosted.com include:spf1.mirrorcontrols.com include:spfa.cpmails.com ip4:205.173.129.112 ip4:158.116.232.202 ip4:158.116.214.70 -all,Not found,v=DMARC1;p=reject;pct=100;aspf=r
otooletransport.com,No response,v=spf1 ip4:86.47.34.250 include:spf.hornetsecurity.com include:spf.protection.outlook.com ip4:91.210.235.6 ~all,Not found,v=DMARC1; p=none; rua=mailto:gdkadmin@otooletransport.com
johnstonlogistics.ie,No response,Not found,Not found,Not found
ncts.ie,No response,v=spf1 mx ip4:91.220.158.230 ip4:91.220.158.229 include:spf.protection.outlook.com include:spf-00592d01.pphosted.com -all,Not found,v=DMARC1; p=reject; rua=mailto:DMARC@applus.com
puresafe.ie,No response,v=spf1 include:spf.protection.outlook.com include:spf.topsec.com -all,Not found,Not found
bcfe.ie,No response,v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
codec.ie,Live (HTTP),v=spf1 ip4:35.189.73.106 include:autotask.net include:spf.protection.outlook.com include:sendgrid.net include:mailgun.org include:514553.spf01.hubspotemail.net -all,Not found,v=DMARC1; p=none;
pilz.ie,Live (HTTP),v=spf1 a mx include:spf.de.umantis.com include:spf.protection.outlook.com -all,Not found,Not found
mmqualtech.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none; rua=mailto:itmail@mmqualtech.ie; ruf=mailto:itmail@mmqualtech.ie; fo=1
mcmahons.ie,No response,v=spf1 include:sendgrid.net -all,Not found,v=DMARC1; p=none;
abb.ie,No response,Not found,Not found,Not found
dmgmedia.ie,No response,v=spf1 include:spf.protection.outlook.com include:spf.mandrillapp.com ip4:195.234.243.112 ip4:206.155.87.84 ip4:103.13.71.86 -all,Not found,v=DMARC1; p=reject; rua=mailto:6c46e6998a6d330@rep.dmarcanalyzer.com; ruf=mailto:6c46e6998a6d330@for.dmarcanalyzer.com; fo=1;
glanbiaconnect.com,No response,v=spf1 include:_netblocks.mimecast.com  ~all,Not found,v=DMARC1; p=none; rua=mailto:2a703ea43a3d198@rep.dmarcanalyzer.com; ruf=mailto:2a703ea43a3d198@for.dmarcanalyzer.com; fo=1;
integrity360.com,Live (HTTP),Not found,Not found,v=DMARC1; p=quarantine; rua=mailto:655c32f99f4e158@rep.dmarcanalyzer.com; ruf=mailto:655c32f99f4e158@for.dmarcanalyzer.com; sp=quarantine; fo=1;
thewestindublin.com,Live (HTTP),v=spf1 include:oracleindustry.com include:microsdc.com include:spf.protection.outlook.com -all,Not found,Not found
workplacerelations.ie,Live (HTTP),v=spf1 ip4:137.191.224.104 ~all,Not found,v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:bfa65a29@inbox.ondmarc.com; ruf=mailto:bfa65a29@inbox.ondmarc.com;
combico.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
permanenttsb.ie,Live (HTTPS),Not found,Not found,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com; fo=1
claytonhotelssligo.com,No response,Not found,Not found,Not found
russellcourthotel.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAvA0RrgWqIkPuzFbuFQHzJNwkqyppGJ+0jeney+1G1P+IIhhtqD8OB5B6Dak3FJ5nlQENa2JCkuexB00U0In7w72/sZGR7vbuzouS/wV1R+ZczWWFdOLDXLxaFP9jKb4VLnU3G213WwQ5FQem4l2TUKXmwxSFyMPS4EMZruhBSHNK0wWasSqoQzB+vSqlHNHVB Jqk4+hyY9VyMfREiua53jOvqlFhj8V5e1kieKRt+zcZ4vGuShFkRpUHJ4HUAvA1/dTHGU4j7yJeHi8W9BdH+k2GANtyzr5xxlOGEc9WpsZlDJLWahsp4BkdJxS2THss11m6dJJcvu6TVaZSvJNACQIDAQAB;,Not found
opw.ie,No response,Not found,Not found,v=DMARC1; p=reject; rua=mailto:dmarc-rua@opw.ie
bridhaven.ie,No response,v=spf1 include:spf.protection.outlook.com ip4:95.45.233.37 -all,Not found,v=DMARC1; p=reject; rua=mailto:dmarc.reports@bridhaven.ie; ruf=mailto:dmarc.reports@bridhaven.ie; fo=1
seic.com,No response,v=spf1 ip4:68.232.137.195 ip4:68.232.153.50 ip4:68.232.135.37 ip4:68.232.129.155 ip4:68.232.141.40 ip4:68.232.135.36 ip4:12.20.48.225 ip4:12.20.48.226 ip4:12.20.48.75 ip4:12.20.48.76 ip4:64.125.66.31 ip4:64.125.66.32 ip4:69.7.239.26 a:spf.peopleclick .com include:spf.workfront.com include:wappmail.com include:spfhost.messageprovider.com include:2753049.spf08.hubspotemail.net -all,Not found,v=DMARC1; p=quarantine; rua=mailto:b34ccf22@mxtoolbox.dmarc-report.com,mailto:dmarcreports@seic.com; ruf=mailto:b34ccf22@forensics.dmarc-report.com; fo=1; pct=100
atkinsglobal.com,No response,v=spf1 ip4:54.240.50.173 ip4:54.240.50.174 ip4:109.228.4.23 ip4:109.228.22.247 ip4:91.207.212.121 ip4:185.132.182.130 ip4:148.163.158.117 ip4:148.163.156.126 include:spf_ldx.taleo.net include:_spfinc1.service-now.com mx:4matnetworks.com include:amazonses. com ip4:198.21.0.172 include:spf.protection.outlook.com include:_spf.salesforce.com include:docebosaas.com include:spf-001bd703.pphosted.com ~all,Not found,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@atkinsglobal.com; ruf=mailto:dmarc_ruf@atkinsglobal.com
ey.com,No response,v=spf1 exists:%{i}._i.%{d}._d.espf.agari-dns.net include:%{d}.da.spf-protect.agari-dns.net ~all,Not found,_dmarc.bd.31.96.0e.dns.agari.com.v=DMARC1; p=reject; sp=none; fo=1; pct=50; ri=3600; rua=mailto:ey@rua.agari.com; ruf=mailto:ey@ruf.agari.com
ie.usembassy.gov,Live (HTTP),Not found,Not found,Not found
datalex.com,No response,v=spf1 ip4:80.169.56.0/24 ip4:34.248.121.73 ip4:52.208.165.23 include:spf.protection.outlook.com include:spf.emailsignatures365.com include:servers.mcsv.net include:amazonses.com include:2553593.spf10.hubspotemail.net -all,Not found,Not found
calorgas.ie,No response,v=spf1 ip4:91.92.29.98/27 ip4:213.228.253.0/25 ip4:83.166.174.128/25 include:spf.protection.outlook.com include:spf.mandrillapp.com include:_spf.eu.messagegears.net include:_spf.psm.knowbe4.com -all,Not found,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com
dbfl.ie,No response,v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
audgen.gov.ie,Live (HTTP),v=spf1 ip4:137.191.249.164 ip4:137.191.249.123 ip4:137.191.249.174 ip4:137.191.249.114 -all,Not found,Not found
wesleycollege.ie,No response,v=spf1 a mx include:spf1.emailsecurity.app include:spf.protection.outlook.com ip4:190.180.145.98 -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAqHgeot5D+7NwNKF3PPbdpjXyRH3lj3jhDfQN3j4LFrn19WPCp7V4LaXCZ4pXrtlZZwfbiiQG1y6W/orLLyvCHiBg6VM4S0/nmGhtNjDCTIINpdi3FAgQS2cke5JVA3J6ByRYNlNwYQcTjmquDUwVedbCZWN+VXLGT7C+Y0q0Rtg0APunhB+kkTys/bHZur/mI Viu3AeRAF/lymijOQMfFB77UtZd6g0gTXSOVlNT2IJfDa2dT9QikhQlPI49nspuBPxzKg/DPBq5THSmdeSA8R1hnGEY5VmLYxgMaePAmFRoDMG4sKJ9F/LvgI7ytMY/fvDOQQbwh81DJb6DjA/lCwIDAQAB;,v=DMARC1; p=none;
willowparkjuniorschool.ie,No response,v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
hse.ie,No response,v=spf1 include:spf.topsec.com include:spf.protection.outlook.com include:spf1.hse.ie include:spf2.hse.ie -all,Not found,v=DMARC1;p=reject;sp=none;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1
castleknockhotel.com,Live (HTTP),v=spf1 ip4:66.102.128.96 ip4:91.136.49.203 a mx include:relay.mailchannels.net include:spf.protection.outlook.com include:netaffinity.net include:ireshotels.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAsHk1gkUw3arnv+PL0TM0681Xjx6U6vXIV17SA6EYXrD/jtC5T0MBd1iVybub2EgkawIerk9Dnu/ytZhI6fnFjN+pehZGNTKagMdiVyqwvI9bUc+/yYmBXzXCzMhmTzSilAPm6skhHCFasm9RIYFFYW7CWNZP7DcVjaxD+6Bk/80UZZZk6rw2R6kUm/bUD8Mny Tgz49POSvaCS/+JulP1blDaOdwcmJMQtJHuR039gWJbGlTG/PDYjWA5fM5dLRV0CWNuXyYsU8SCQyPPpFxQOLeiy7QLlBQ0NKyaeEf+GNk5xztntq2ExupC/q/IYKkSGWwrnXVWHxbnRA1sRl8kDwIDAQAB;,v=DMARC1;p=reject;pct=0
russellcourthotel.ie,No response,v=spf1 include:spf.protection.outlook.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAvA0RrgWqIkPuzFbuFQHzJNwkqyppGJ+0jeney+1G1P+IIhhtqD8OB5B6Dak3FJ5nlQENa2JCkuexB00U0In7w72/sZGR7vbuzouS/wV1R+ZczWWFdOLDXLxaFP9jKb4VLnU3G213WwQ5FQem4l2TUKXmwxSFyMPS4EMZruhBSHNK0wWasSqoQzB+vSqlHNHVB Jqk4+hyY9VyMfREiua53jOvqlFhj8V5e1kieKRt+zcZ4vGuShFkRpUHJ4HUAvA1/dTHGU4j7yJeHi8W9BdH+k2GANtyzr5xxlOGEc9WpsZlDJLWahsp4BkdJxS2THss11m6dJJcvu6TVaZSvJNACQIDAQAB;,Not found
supervalu.ie,No response,v=spf1 ip6:fd1b:212c:a5f9::/48 ip4:83.71.135.83 ip4:35.232.112.110 ip4:35.188.198.57 include:spf.protection.outlook.com include:amazonses.com include:musgraveecomaws.com include:mail.zendesk.com include:spf.musgrave.laposa.ie include:spf.amris.com -all,Not found,Not found
golden-bake.com,No response,v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc@golden-bake.com; pct=100
firebird.ie,No response,v=spf1 include:spf.protection.outlook.com include:smtp-engine.com -all,Not found,v=DMARC1; p=none;
commscope.com,Live (HTTP),Not found,Not found,v=DMARC1; p=reject; rua=mailto:ryafobpc@ag.us.dmarcian.com; 
hiddenhearing.ie,No response,Not found,Not found,v=DMARC1; p=quarantine; rua=mailto:fd786552eac8174@rep.dmarcanalyzer.com; ruf=mailto:fd786552eac8174@for.dmarcanalyzer.com; pct=100; fo=1;
bcd.ie,No response,v=spf1 a include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none
magee1866.com,No response,v=spf1 mx include:spf.protection.outlook.com include:amazonses.com include:sg.magee1866.com include:azurespf.irpcommerce.com -all,Not found,v=DMARC1;p=none;rua=mailto:dmarcreports@irpcommerce.com
bemis.com,No response,v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=reject; rua=mailto:46glyn2v@ag.eu.dmarcian.com; ruf=mailto:46glyn2v@fr.eu.dmarcian.com; fo=1;
gsk.ie,No response,Not found,Not found,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com; fo=1
premierpericlase.ie,No response,v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
athloneextrusions.ie,No response,v=spf1 ip4:154.52.0.132/32 -all,Not found,Not found
claytonwhiteshotel.com,Live (HTTP),v=spf1 -all,Not found,Not found
earlofdesmond.com,No response,v=spf1 a:dispatch-eu.ppe-hosted.com include:spf-eu.emailsignatures365.com ~all,Not found,Not found
adaremanor.com,Live (HTTP),Not found,Not found,v=DMARC1;  p=reject; rua=mailto:0ae84ca6bdd0423b8f4922698f7e33a4@dmarc-reports.cloudflare.net
limerick.ie,No response,Not found,Not found,v=DMARC1; p=reject; rua=mailto:itsupport@limerick.ie; ruf=mailto:itsupport@limerick.ie; fo=1
dpd.ie,No response,Not found,Not found,v=DMARC1; p=quarantine; rua=mailto:kn74omb9@ag.eu.dmarcian.com; ruf=mailto:kn74omb9@ag.eu.dmarcian.com; fo=1;
enableireland.ie,No response,v=spf1 include:spf.protection.outlook.com include:_spf.psm.knowbe4.com ip4:212.78.241.67 ip4:137.191.234.68 ip4:137.191.234.71 -all,Not found,v=DMARC1; p=none; rua=mailto:hostmaster@enableireland.ie;
ibm.com,No response,Not found,Not found,v=DMARC1; p=reject; sp=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com
hse.ie,No response,v=spf1 include:spf.topsec.com include:spf.protection.outlook.com include:spf1.hse.ie include:spf2.hse.ie -all,Not found,v=DMARC1;p=reject;sp=none;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1
tesco.ie,No response,v=spf1 include:spf-00492d01.pphosted.com ip4:212.140.180.250 include:spf.mtasv.net include:servers.mcsv.net ip4:212.140.187.24 ip4:212.140.189.59 ip4:93.91.28.54 ip4:94.125.18.60/31 -all,Not found,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com
supervalu.ie,No response,v=spf1 ip6:fd1b:212c:a5f9::/48 ip4:83.71.135.83 ip4:35.232.112.110 ip4:35.188.198.57 include:spf.protection.outlook.com include:amazonses.com include:musgraveecomaws.com include:mail.zendesk.com include:spf.musgrave.laposa.ie include:spf.amris.com -all,Not found,Not found
burnsidehyd.ie,No response,v=spf1 a:remote.burnsidehyd.ie ip4:31.217.247.7 ip4:86.43.115.120 a:cleanmail1.deycom.com include:spf.protection.outlook.com -all,Not found,Not found
mdoshea.ie,Live (HTTP),v=spf1 ip4:213.233.128.44 ip4:84.51.253.158 ip4:54.247.71.5 include:spf.protection.outlook.com -all,Not found,Not found
hse.ie,No response,v=spf1 include:spf.topsec.com include:spf.protection.outlook.com include:spf1.hse.ie include:spf2.hse.ie -all,Not found,v=DMARC1;p=reject;sp=none;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1
dublinport.ie,No response,v=spf1 mx include:spf.protection.outlook.com ip4:95.83.225.64/28 ip4:144.2.242.240/28 -all,Not found,Not found
microsemi.com,Live (HTTPS),v=spf1 ip4:12.177.68.99 include:_ironport.microsemi.com -all,Not found,v=DMARC1; p=reject; fo=1; rua=mailto:n13hm4ov@ag.c1.dmarcian.com; ruf=mailto:n13hm4ov@fr.c1.dmarcian.com;
irlgov.ie,No response,v=spf1 -all,v=spf1 -all,v=spf1 -all
datapac.com,No response,Not found,Not found,v=DMARC1; p=quarantine; pct=25; rua=mailto:dmarc@datapac.com; ruf=mailto:dmarc@datapac.com; fo=1
aircoach.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=none
emo.ie,No response,v=spf1 include:spf.protection.outlook.com include:_spf.mx.cloudflare.net -all,Not found,v=DMARC1; p=reject; rua=mailto:dmarc@emo.ie
cjkengineering.ie,No response,v=spf1 a mx ip4:185.224.198.57 ip4:217.78.1.157 include:_spf.hetzner.com include:spf.protection.outlook.com include:spfa.cpmails.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAqvQDpm/zwKaVM/Z+HN9fy2jJ45rmSEgBJV8SGIeKURihWrBTT0qiHWK5qDMl3Q99ssM1gfmcY3w047T2zeJzPN0pNlqc33Qf8ndaWu9xmTaUED5+0mfPckG6BgFimzd9UdOGYfauYGa0wVVppJ9PF4al9LgpTgyO5t0gdNov5ffGvLnvPiDADn1Z2ixvgQ3v0  X3uG72IY9bLO1owUyiQ71TluEy8eR8XlqDEsikN87JBlM/0Lt7fJxCrAwmFp1IvsCohudPlCHSH0eFV3tFlLVQVNngPylK5Xyx9lS3/4eLERfmyQIBuLRyNPND7rTNSkemYCnaA8Yu2eQZw1CQhQwIDAQAB;,_dmarc.cjkengineering.ie._dmarc.smart.ondmarc.com.v=DMARC1; p=reject; pct=100; sp=none; rua=mailto:d9e5b7ac@inbox.ondmarc.com; ruf=mailto:d9e5b7ac@inbox.ondmarc.com; adkim=r; aspf=r; fo=1; rf=afrf; ri=3600
hsa.ie,No response,v=spf1 a mx ip4:68.232.152.249 ip4:68.232.151.208 include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=none;
phillipsmedizise.com,No response,Not found,Not found,Not found
met.ie,No response,v=spf1 ip4:137.191.237.80/28 ip4:137.191.228.112/28 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine; rua=mailto:itops@met.ie; ruf=mailto:itops@met.ie; fo=1;
mig.ie,No response,v=spf1 include:amazonses.com include:_spf.psm.knowbe4.com include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=none; rua=mailto:dmarc.reports@mig.ie
eurocarparks.ie,No response,v=spf1 a:mail.eurocarparks.com include:spf.protection.outlook.com include:spf.exclaimer.net ip4:78.153.209.39 ip4:78.153.212.247 ~all,Not found,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc@eurocarparks.ie; ruf=mailto:dmarc@eurocarparks.ie; fo=1; sp=reject;
olearyinternational.com,No response,v=spf1 include:spf.protection.outlook.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAvNQn8qhW7FSVndkFki1nZiDICwksxErvfEhF6SK6vAIWH8Ahrv0jSnfxbN566GUz/uTKP6/IFSwioI2U+JkrTe6EahdStEgXAiMvsg21qC2dy3oCzjXEFZqBorBqWUEI7+tLrfJLbtsiBELdC3MkmRfp55aFjK/HlFTtKose+CIADhgZozGOq0TlqaOw3Vev7 o4ockJod9gW+3k4vvDYy3/gHAECIYz+l4Sq4ZFSVEEfyLQdDDGeoHjp481vGBVhzVxgqy+MszbtLT+LLGl9hFfbxIdaebNiEqJIhgsk7R6zV6mGDNrGkGkRUnbHi4gTe5iBbg48YitbpwIJXrzlKwIDAQAB;,v=DMARC1; p=none; fo=1
goreycs.ie,No response,v=spf1 ip4:217.115.115.247 include:relay.mailchannels.net +a +mx +include:spf.protection.outlook.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAxwbNZovtmzk2mI2agKc3eT/zWaJqJaAMG8H9AEYNcdiPOqdml3ObspzjEeRsWfjYeMYzyk56T8oJ3FFNDyh7rTxKkfxM7HpI3zOLOucq8Yeb2RL9Yj1C+kTAHP7B0xQm7+bjmZLqW11hUuE4/DzezWul3beZevGnrbUx8kME9nUslVTWvEjwUKfJU6Sxk2yrc  Uogi7wgivunzhH/tURABfkxgrxaxuOuzLh9WVmgX/VObZH0dZlFMQRLhLjjeOUv8pz0bgRBkL660q5BVc70QZ4iIjEVz7l9IrV7E552IDAyRkRFzHsMYeVPukYJj/gjZSKUwnos+EGcnmxdIl6SfQIDAQAB;,Not found
bonsecours.ie,No response,Not found,Not found,v=DMARC1;  p=none; rua=mailto:a0b0187f1b0143d5bd28fe191b360e22@dmarc-reports.cloudflare.net
claytonhotels.com,No response,v=spf1 mx include:spf.protection.outlook.com include:ireshotels.com include:_s0.claytonhotels.com include:amazonses.com include:spf.mandrillapp.com -all,Not found,v=DMARC1; p=quarantine
gresham-hotels.com,No response,v=spf1 a mx include:spf.joopbox.com a:www.gresham-hotels.com a:gresham-hotels.com -all,Not found,v=DMARC1; p=none;  fo=1; rua=mailto:mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;
kellys.ie,No response,v=spf1 mx a include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none;
dugganbrothers.ie,Live (HTTP),v=spf1 +a +mx +ip4:78.31.107.104 +include:relay.mailchannels.net +a:mail.dugganbrothers.ie +ip4:5.149.173.210 +ip4:51.171.20.127 +ip4:91.216.236.139 include:spf1.emailsecurity.app +include:spf.protection.outlook.com +include:spf.exclaimer.net +ip4:159.134 .105.200 ~all,Not found,v=DMARC1; p=none; rua=mailto:4241729d67ca.a@dmarcinput.com; ruf=mailto:4241729d67ca.f@dmarcinput.com; fo=1
caraghprecision.ie,Live (HTTP),Not found,Not found,Not found
quigleys.ie,No response,v=spf1 include:spf0101.titan.email ~all,Not found,v=DMARC1;  p=none; rua=mailto:8711acf2fe274b7aa4f2e159b505db49@dmarc-reports.cloudflare.net
wright.com,No response,Not found,Not found,v=DMARC1; p=quarantine; pct=100; rua=mailto:o365migrationteam@wright.com
trendtechnologies.com,No response,v=spf1 ip4:12.22.172.10 include:spf.protection.outlook.com ~all,Not found,Not found
arrabawn.ie,No response,v=spf1 include:spf.protection.outlook.com a:mail.arrabawn.ie ip4:84.51.253.133 ip4:84.51.253.158 ip4:86.47.104.117 ip4:86.47.115.46 include:authsmtp.com ~all,Not found,_dmarc.arrabawn_ie._d.easydmarc.pro.v=DMARC1;p=quarantine;rua=mailto:3aa244375d@rua.easydmarc.eu;ruf=mailto:3aa244375d@ruf.easydmarc.eu;fo=1;
cabracastle.com,Live (HTTPS),v=spf1 ip4:159.134.118.171 ip4:193.187.69.111 ip4:193.187.69.112 ip6:2a01:111:f400::/48 include:spf.protection.outlook.com include:ireshotels.com ~all,Not found,v=DMARC1; p=none;
abbvie.com,No response,Not found,Not found,v=DMARC1; p=quarantine; fo=1; ri=3600; rua=mailto:4a915a0c@inbox.ondmarc.com,mailto:abbvie@rua.dmp.cisco.com; ruf=mailto:4a915a0c@inbox.ondmarc.com,mailto:abbvie@ruf.dmp.cisco.comp=none;
mcelhinneys.com,No response,v=spf1 include:spf.protection.outlook.com include:mail.zendesk.com include:amazoneses.com include:mailgun.org -allgoogle-site-verification=jUNLpMILOS8-zL1LFkUUo2EP9HlLRbtfAHGm1qPAxjcppe-bcedb09a9d1864bdbd21a5ad7ee1aa57dc5e9393v=spf1 include:spf.protection.outlook.com include:mail.zendesk.com include:amazoneses.com -allMS=ms34236425klaviyo-site-verification=S8Dcdyload erio=a488b31c5cff061417fed896e7ddaa85facebook-domain-verification=b2pt7po5luk78purb4q9vaoj7g987lgoogle-site-verification=yvlhIHmm_CqdZGxdeSn1OPtCpUzI7LyQ86igaeyjc6o,Not found,v=DMARC1; p=none;
breaffyhouseresort.com,Live (HTTPS),v=spf1 include:spf.premiersoftware.co.uk include:sendgrid.net include:spf.protection.outlook.com include:netaffinity.net include:authsmtp.com ip4:52.166.124.85 ip4:13.95.238.103 ip4:13.95.235.106 ip4:13.95.233.171 ip4:52.233.191.178 ip4:13.95.236.16  ip4:13.95.238.208 ip4:13.95.233.20 -all,Not found,v=DMARC1; p=none;
obriensfoods.ie,No response,Not found,Not found,Not found
tesco.ie,No response,v=spf1 include:spf-00492d01.pphosted.com ip4:212.140.180.250 include:spf.mtasv.net include:servers.mcsv.net ip4:212.140.187.24 ip4:212.140.189.59 ip4:93.91.28.54 ip4:94.125.18.60/31 -all,Not found,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com
supervalu.ie,No response,v=spf1 ip6:fd1b:212c:a5f9::/48 ip4:83.71.135.83 ip4:35.232.112.110 ip4:35.188.198.57 include:spf.protection.outlook.com include:amazonses.com include:musgraveecomaws.com include:mail.zendesk.com include:spf.musgrave.laposa.ie include:spf.amris.com -all,Not found,Not found
tesco.ie,No response,v=spf1 include:spf-00492d01.pphosted.com ip4:212.140.180.250 include:spf.mtasv.net include:servers.mcsv.net ip4:212.140.187.24 ip4:212.140.189.59 ip4:93.91.28.54 ip4:94.125.18.60/31 -all,Not found,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com
marine.ie,No response,v=spf1 ip4:3.123.206.219 ip4:3.68.129.51 ip4:193.1.186.252 ip4:193.1.186.229 ip4:34.246.32.25 include:marineinst.onmicrosoft.com  include:spf.topsec.com include:servers.mcsv.net include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine; rua=mailto:administrator@marine.ie; ruf=mailto:administrator@marine.ie
nsai.ie,No response,v=spf1 ip4:137.191.233.72 ip4:74.112.70.47 a:gw000140-eu.fortimail.com a:www.nsainep.ie include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none; rua=mailto:sys.admin@nsai.ie; ruf=mailto:sys.admin@nsai.ie;
kefron.ie,No response,v=spf1 include:_u.kefron.ie._spf.smart.ondmarc.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApfo7QxEzSaYanEB2RGUquZmYf8KqCltTqEXSbFaPO0v4pa7HS7Uu1NP6idqVd1/Ei8z9EBm0NqI1vWUhxwt6ELX5VRU6esS+n3WpsOAJ2W5sRuj4LhQNxbN38XCPVvOzt1xsobQEZYp1TykIfu7rrOv6CFnYb6UGq7IylzSYSE4UIo9Uy6AnH0i+xDqV67o MzVggpmxVRoxP9uZz1b6ccw6mY1+zZapjJuAWptdIusZqFIf0etvHY4XYG6qVYCgMf22LidfAioCCq+9EIQGOCXsJqaFkMoaUOd2xYXSlxvM+5g9NH6/urWte/TPuoVqDV1O3bGm9P6QrkV8tPRixZwIDAQAB,v=DMARC1; p=reject; pct=100; sp=reject; rua=mailto:7c8e3696@inbox.ondmarc.com; ruf=mailto:7c8e3696@inbox.ondmarc.com; adkim=r; aspf=r; fo=1; rf=afrf; ri=3600
mchale.net,No response,Not found,Not found,v=DMARC1; p=reject; pct=100; sp=reject; rua=mailto:f9f2bb7b@inbox.ondmarc.com; ruf=mailto:f9f2bb7b@inbox.ondmarc.com; adkim=s; aspf=r; fo=1; rf=afrf; ri=3600
