Domain,Website Status,SPF,DKIM,DMARC
iscoil.ie,Live (HTTPS),Not found,Not found,Not found
isopartner.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.mailjet.com -all,Not found,v=DMARC1;p=quarantine; rua=mailto:dmarc@ipcom.be;adkim=s;aspf=s;sp=none;pct=100;
johnscottusns.ie,Live (HTTPS),Not found,Not found,Not found
levelhealth.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:sent-via.netsuite.com include:eu.rp.oracleemaildelivery.com include:fra1.rp.oracleemaildelivery.com ~all,Not found,v=DMARC1;  p=none; rua=mailto:b6ba827e08504b31a57bd70fc5ff8741@dmarc-reports.cloudflare.net
lsl.ie,Live (HTTP),Not found,Not found,Not found
marvoy.ie,Live (HTTP),v=spf1 ip4:91.210.235.220 include:spf.webhostingireland.ie +a +mx ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAnzd+81BQcI7RNbHlYGOV3eWnJAwQAHCxFbXIqGg/hwzNXXeNEEHOyYDexTRNrs2uyoMOt63xFdhTmbYGZ2ql0p9K85tKE2EWQYvF1PMErwFEfQZt/uWXp2SugkTfIqUspGZbXcCYwET6bo3Lw4Aoj02L5/o+8lGLQD3pd7basxY2MENPjBOl6xS2U29vzoQ5x fl2EPmx/xTrHm9OzNeRS05rfmRyiojuuwncMKg1BmeDRp+vy/auhKGdvpnIonOhq5JvlWKdLjaIQb/WCXR2ZmfcrC9rBJYJhyfHZdl/JTqMPfLjZWKXIqbF33KiPZaz+RrkF9HGA48bEx2EDfz8ZwIDAQAB;,Not found
mu.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com ip4:149.157.0.0/22 ip4:149.157.7.0/24 ip4:149.157.67.0/24 include:askadmissionsmail.co.uk a:maynoothcampus.com ip4:40.118.67.115/32 ip4:193.120.142.176/32 ip4:193.120.143.70/32 ip4:193.120.143.134/32 ip4:193.120.1 43.138/32 ip4:193.120.252.86/32 ip4:208.117.55.132/32 include:_spfhosted.exlibrisgroup.com ip4:130.61.87.20 -all,Not found,v=DMARC1; p=reject; pct=100; aspf=r; adkim=r; rua=mailto:dmarc_agg@vali.email;
new.ie,Live (HTTP),v=spf1 include:_u.new.ie._spf.smart.ondmarc.com ~all,Not found,_dmarc.new.ie._dmarc.smart.ondmarc.com.v=DMARC1; p=reject; pct=100; sp=none; rua=mailto:f56fbd93@inbox.ondmarc.com; ruf=mailto:f56fbd93@inbox.ondmarc.com; adkim=r; aspf=r; fo=1; rf=afrf; ri=3600
ohhbygum.ie,Live (HTTP),v=spf1 mx a:smtp.reg365.net a:outgoing-smtp.reg365.net a:outgoing-smtp.namesco.net include:_spf.google.com include:sendgrid.net ~all,Not found,v=DMARC1; p=none; rua=mailto:wsy7v6ld@ag.eu.dmarcian.com;
oldwesley.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:_spf.mailspamprotection.com -all,Not found,v=DMARC1; p=none
olgrove.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
purevolt.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,Not found,Not found
rdj.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:emailcc.com include:spf.emailsignatures365.com -all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc@b8e4prdk.uriports.com; ruf=mailto:dmarc@b8e4prdk.uriports.com; fo=1:d:s
rsgyc.ie,Live (HTTP),v=spf1 include:smtp1.clubhouseonline-e3.com include:mailer.clubhouseonline-e3.com ip4:185.122.134.167 ip4:86.43.81.103 include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=none;
sexstore.ie,Live (HTTP),v=spf1 include:spf.privateemail.com ~all,v=DKIM1;k=rsa;p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0L5jhJqdXSqOdGDwvBeRXFOgEni/heM5PzUe5Vaj9/q9I15llysJ7PVkEOfHqaoRyzKFxJT25Lk4jOj2zwY5t3HinK9Z8/CZ/To5DR1dZb+Zd3gpB6N8qkjWt3Loo1UGJWOms7IwVj4DuC7rQIqk0ZqQridk1nfAWf2RPrWH7JCOZ2giltBIwXZUn6hcuwKa/nr HX7sWogooTsulDj4Dvqxh6HZJaKvaHq5OfmSnUppn03x8wjcA6ckP4IMciix+fc4N/gV646rJsXDp516qhtb6v4WwGdUi+orFpZNLQcS5mLQmgzOLj1RoKT+KinPykExjoZDShn7eqL9ZSm9W5wIDAQAB,Not found
socrates.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.ess.uk.barracudanetworks.com include:spf.blacknight.ie -all,Not found,v=DMARC1; p=none; fo=1; rua=mailto:rua+socrates.ie@dmarc.barracudanetworks.com; ruf=mailto:ruf+socrates.ie@dmarc.barracudanetworks.com
stdominics.ie,Live (HTTP),v=spf1 ip4:200.69.13.100 +a +mx +ip4:78.153.200.188 +ip4:78.153.201.112 +ip4:94.229.76.210 +ip4:77.75.120.18 +ip4:173.194.199.26 +ip4:74.125.141.27 +ip4:173.194.219.26 +ip4:64.233.186.27 ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAwhAuucHHijlSMWaz3VaI8BWRZKh9SAgxJJhxeRgo2vxr3WiDkX5kcDM2dyjbYkJ4+l9nWRqjKajvx+AkPKwLSst5MUhYxHSumHeRmGC8GDC9sdceK6uIpFTQoRy+xWDpBWScTFRZPnry2f6yRChd+Ld8Kq3IiE8m3+qIhxuXD2zVNmxJxOnl14Hlhy7HW19gJ G7BqElujlp9NieL085ki0xsyW/A3r1xT1GUHVoQgd16KBcdmAOA5WiUo7PetUZBlA+DosGohc5JlvaVNZ/9zEL30YNbpauKWlcqXtfCxc0WLyjwdmGYbm47xvhNdrZKeLi82hMU/r9KnuJ+MHLBnwIDAQAB;,v=DMARC1; p=none
therosesfilm.ie,Live (HTTP),Not found,Not found,Not found
zeiss.ie,Live (HTTPS),v=spf1 -all,v=DKIM1; p=,v=DMARC1; p=reject; sp=reject; aspf=s; adkim=s
candlewarehouse.ie,Live (HTTP),v=spf1 include:_spf.mail.hostinger.com ~allv=spf1 ip4:162.213.37.0/24 ip4:162.213.36.0/24 ip4:104.36.18.0/24 -all,v=DKIM1; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCnr0wwZwYv96uPLTvp7U4KWeVbjieZnZs4SkFKux9gJB8LejxE1cUY0eGyCBihUjmN5bxKhby5dmXyvR/ycEl4T6giU+aV5fdNg1OfF919UezDHc3Vu4RD63pNAzg7uH8t8nv66BGvI16NU64Ml1Nkxy1rv8j3wPOxErHFi+g8lQIDAQAB,v=DMARC1; p=nonev=DMARC1;  p=none; rua=mailto:685dde194c7a4970a49e4a125e16b63f@dmarc-reports.cloudflare.net
communityfamilies.ie,Live (HTTP),Not found,Not found,Not found
culligan.ie,Live (HTTP),v=spf1 ip4:185.156.67.100 include:_spf.salesforce.com include:spf.protection.outlook.com include:spf-00305802.pphosted.com include:spf.sps-ocs.co.uk ip4:148.253.146.193 ip4:185.183.28.162 ip4:185.241.248.235 ip4:185.132.180.207 ip4:45.157.40.148 -all,Not found,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com; sp=none;
deloitte.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=reject; sp=none; fo=1; ri=3600; rua=mailto:deloitte-global@rua.dmp.cisco.com; ruf=mailto:deloitte-global@ruf.dmp.cisco.com
dmyc.ie,Live (HTTP),v=spf1 include:_spf.mailersend.net mx a a:foxtrot.cricalix.net include:eu.mailgun.org include:cricalix.net include:online-send.com ~all,Not found,v=DMARC1;p=none;
elavon.ie,Live (HTTPS),Not found,Not found,v=DMARC1;p=reject;rua=mailto:us-bank@rua.agari.com;ruf=mailto:us-bank@ruf.agari.com;fo=1
eurieka.ie,Live (HTTP),v=spf1 ip4:149.86.97.99 ip4:149.86.97.98 include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=none;
ghshomevalue.ie,Live (HTTP),v=spf1 +a +mx +ip4:91.210.232.8 include:spf.webhostingireland.ie +ip4:185.43.232.251 ~all,Not found,Not found
intokildare.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
irishpsychiatry.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com a:smtp.hosts.co.uk a:athena.hosts.co.uk a:hermes.hosts.co.uk a:outgoing-smtp.namesco.net ~all,Not found,Not found
kingfishr.ie,Live (HTTP),Not found,Not found,Not found
midlandjobs.ie,Live (HTTPS),v=spf1 ip4:190.180.145.98 ip4:190.180.145.89 +mx +a +ip4:91.136.49.196 +ip4:207.55.255.4 +include:spf.protection.outlook.com +include:spf.mailjet.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAr1zbAzB/rnhnRVHry8Fv8RxYq9TP6ubFDhGh7wphedXMWMKoYFrI4IEPiirVLUMMAIENd+Z388j8MSkUXHUzaEwlt+xntG9NfQ/CBehnKzJq5rY9hc+rUuT1ucCoXWEADA0dKdiD/C5frDCNRpgT/SX4IEErdCjX4E+AyQDS5IUipQ8MSJkWbsaHXGEscEUEK FPuX+N6ExvnRUMsi3vBQLLN0i3v2j46karF8J0V1uz/K85DpFTTKlkHYxpvZbJb8+CzLvP+E8KXl8u4PERi8X+SDk66yh8CGiwDZiBBMBW/m2OqYZ7vvn9uRM1dlcFSCyRZswkY17Oq5R4NzYZzWQIDAQAB;,Not found
naintrading.ie,Live (HTTP),Not found,Not found,Not found
sportstoursinternational.ie,Live (HTTP),v=spf1 ip4:91.193.104.4 ip4:213.170.144.56 ip4:213.170.152.192/28 ip4:91.193.104.98 include:spf.protection.outlook.com include:sendgrid.net -all,Not found,v=DMARC1; p=quarantine; rua=mailto:domains@sportstoursinternational.ie
watchers.ie,Live (HTTP),Not found,watchers.ie.,watchers.ie.
wholesaleweldingsupplies.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none;
adarehrm.ie,Live (HTTP),v=spf1 mx a ip4:79.170.247.37/32 ip4:63.34.157.144/32 ip4:52.212.46.127/32 include:49068928.spf03.hubspotemail.net include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=none;
ardcarne.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.topsec.com include:_spf.gardenconnect.com ~all,Not found,Not found
beaconremote.ie,No response,Not found,Not found,Not found
beauchamps.ie,Live (HTTP),v=spf1 include:eu._netblocks.mimecast.com include:spf.eu.signature365.net include:spf.zohomail360.eu include:_spf.psm.knowbe4.com ip4:5.61.115.64/28 ip4:212.84.45.11 -all,Not found,v=DMARC1;p=reject;sp=reject;pct=100;rua=mailto:cc789e6eee@rua.easydmarc.eu;ruf=mailto:cc789e6eee@ruf.easydmarc.eu;ri=86400;fo=1;
boardmatch.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.mandrillapp.com -all,Not found,v=DMARC1; p=reject; pct=100;
careersnews.ie,Live (HTTP),v=spf1 ip4:46.22.130.198 ip4:46.101.248.165 include:spf.blacknight.ie a:mercury.lucidityfactory.com ~all,Not found,v=DMARC1; p=quarantine; rua=mailto:74194c5ca9b84f7d8e7c4c5c5f13ed9a@dmarc-reports.cloudflare.net; ruf=mailto:74194c5ca9b84f7d8e7c4c5c5f13ed9a@dmarc-reports.cloudflare.net; fo=1
centraltechsupplies.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAur5qW9WnCwQ4Z9dQKgFrEH/OhvV/dPn/dWbMBGsDx2gZ8JjiSxa/XXz707y6b8p12rd78pw8LoNB+eqYTuqdtDOSjZa8s6PUjwCUhk4996+PSfP8UKx25NiOok/FxcfGlrBkfSRNtKibi/PHUNeSJkMeTtz+PFJGRi+CFOzGUuHkgcAwL6G9suwJOMKO3fykx \ \0zqCPIrd2xvF5h1Etz4Jkl65Mc3FWF0kZ/FAJhM/27cPWNMZHnA6n7gF8ScSTxW0NnQy29wr55jRl6rs1KylAveoL2L2OkrfbOqUs5N79sTiJnVDtDZLKm9HUVvR+irwZPAGW6gCIEKuX7ILof1HQIDAQAB;,Not found
cherrypink.ie,Live (HTTP),v=spf1 include:_spf.mlsend.com a mx include:spf.id.ie ~all,Not found,v=DMARC1; p=none; 
coffeeitalia.ie,Live (HTTP),v=spf1 mx -all,\v=DKIM1; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQC60cvuKDsQSerghPMxnVnbFYooHZ6jBUuKkDNuVRU0bgndWFtN2AobvG0/RpqQ62zvdcn4yib1YXn6AFEq15aJbyjUNMwuMZkVUCObA5lllV9I5T1Xnhc1tNIrnrqnbl0GlZg1gTOAgGG5sBgNaAphNwF6nQo4L9p68FqSmeU0aQIDAQAB;\,Not found
comparethestorage.ie,Live (HTTP),v=spf1 mx ptr,Not found,Not found
coolminecs.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.irishdomains.com -all,Not found,Not found
dcshoes.ie,Live (HTTP),v=spf1 a:production.store.napali.demandware.net -all,Not found,Not found
deal.ie,Live (HTTP),v=spf1 +a +mx +ip4:159.65.208.207 ip4:138.68.181.197 ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEArj8xxR2jq+7sPtvYVK+5kIMCq0AJHWzxTCGF3ODUQQqR5ZuIMOZCVIBVizXLhNSSfP8kxSrK4slfvP0CME+H3Z0BsirQ2afuCyBjwdKBN3biAiJeeJix9cNxEDgMfWKinpiIELTfOa4j4dKMBYPwD/d7XCNgWZMfNgKA4TTtTvC6pINB0mHS/GJCN1RzJC7xn 5gIyJBPpM2rUueL+XM74FaSgsC2UJHICL3zGcrj3M99DNi4LJejdRbuKjFdB+Me+WUp2gy0NPqj5dHb1SZBtvWBjBbXJsOMRt1Hbyn2LcTM0iJgSF36usPdX14/zq8xRX/yXWBCOk/pjBv/25D/EQIDAQAB;,v=DMARC1; p=none; rua=mailto:b061809e0bca4afea09567fc64a1a54b@dmarc-reports.cloudflare.net,mailto:1a04598593344e6caf65adccf824bcb1@dmarc-reports.cloudflare.net,mailto:info@deal.ie
flogas.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:emaileuc.freshservice.com include:workforceready.eu include:shops.shopify.com include:sendgrid.net include:spf.mandrillapp.com ip4:149.72.159.162 ip4:104.198.207.207 -all,Not found,v=DMARC1; p=reject; rua=mailto:fraudalert@flogas.ie; ruf=mailto:fraudalert@flogas.ie; sp=quarantine; ri=86400
foodforthoughtbuncrana.ie,Live (HTTP),v=spf1 +a +mx +ip:23.235.221.7 -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAtZXcGYpoljhoh8qVUXOWRrj7+pcow4pene6TrmAgzndH8v8KQE75Vqzp8TY2XP+lIjnwO5/YcHDGV8V4hzzxksGPmJtiMxAE3YgaBweQbOKqlUgW893V0KOGFYxVkwfbHaH4SjetWBlmbWmFtoGFL0KBz+cApukd556+y3QnvchPhZGwQyhQpmUypnb8 WW7y3 x4+JhcWgOekaeaBs/ERcaIOQ1xYEQUfhQ4gjlFtloAmux9l8FyR+mBglDe57q5Jg3r1qqCOoj6tOJFhmq0Qs4sBtOHR760aC5jBPQf9dvw7PWbMlieiCngDrAZ2kBBvLFGdghmaxqwW5Jn6j872sQIDAQAB;,v=DMARC1;p=none;sp=none;adkim=r;aspf=r;pct=100;fo=0;rf=afrf;ri=86400
funidelia.ie,Live (HTTPS),v=spf1 include:amazonses.com include:_spf.google.com include:spf.mailjet.com include:servers.mcsv.net ?all,Not found,v=DMARC1;p=none;rua=mailto:dmarc@funidelia.com
greenacres.ie,Live (HTTP),v=spf1 mx a:remote.greenaces.ie include:mailanyone.net ~all,Not found,v=DMARC1; p=none;
hersport.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=none;
ishine.ie,Live (HTTP),v=spf1 +a +mx +a:vmi1484118.contaboserver.net -all,p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApWYRkNjYRqEV1iQQzifcreoxEw60udvCfqlVkWh8wJxFkbJIBdnxIXnkja2ryVAPqBOphLD0bp9NJxVpDoUcDkaVoyr5bQm7sXq8YDSyuSTrRPOMttOzkhwWg7zYk4Sr2eLGQZUojt64URoCqlQMDGjeVualwRHkwYpOkp/Y7Iv8wFYUVP3b7v/nSIiHrVSYeaL2W9GCM4Nzxw2Eu Jy5UWvqBHoex8466wRLorFGtG8ishPIE0GrQmhlhUiNmyoo0+Q75lg6glgqWcJ7y3DLhZDsM9cG7ESycpWcbpq6wovl4MF4cSwmjWC4YuM7/NTA7AlfmwNjwzZQ5RA2m7Of2wIDAQAB;,v=DMARC1; p=quarantine; adkim=s; aspf=s
italicatessen.ie,Live (HTTP),v=spf1 ip4:91.210.235.125 include:spf.webhostingireland.ie +a include:spf.protection.outlook.com include:srv2.wpcare.ie include:_spf.google.com ip4:116.203.32.87 -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA7vWCJXGv4w5DLBCbPIS9qQoSayoGrXFYby8YUNcQm3qH4ZghuF0mb4LTe924n0+1rdZgbGycPG5BvQ6d9jJn8IF0nWuTMOlOq9p8OfquSOziH6X1qBU57sKbSM92saO0A663iJFEXuBXd4CS+Z/0nogOMePe6tq6HUFjV3Jg7EwKJuW2NxnMNG+xKm8F1vXol dGK7CpuHd5SbREbd5cLiZdk5J/dTmzwQSp6dGr047JzhQaksngRzW0thfd/6AWE8V6rTSFrezXxe0xyV5XXTZyF7YmZskEm4XE/6G2tsMnkGORn7Xm3HR6k8+KzJBRjIqlNB88LehdiOCjfiyaH4QIDAQAB;,v=DMARC1; p=none;
itrepairs.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=none; rua=mailto:861465033082450eb373ffcc3fa5210d@dmarc-reports.cloudflare.net
jacadi.ie,Live (HTTP),v=spf1 include:spf.mailjet.com ?all,Not found,Not found
kdelectronics.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com include:servers.mcsv.net -all,Not found,v=DMARC1; p=none
lampmasters.ie,Live (HTTP),v=spf1 include:spf.lampemesteren.dk -all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc_agg@vali.email; pct=100;
languageinternational.ie,Live (HTTP),Not found,Not found,Not found
leinsterhockey.ie,Live (HTTP),Not found,d245lwbpa1h9d8.cloudfront.net.,d245lwbpa1h9d8.cloudfront.net.
luandmol.ie,Live (HTTP),v=spf1 +a +mx +ip4:91.210.232.8 include:spf.webhostingireland.ie +ip4:185.43.232.251 ~all,Not found,Not found
madisonflooring.ie,Live (HTTP),v=spf1 ip4:51.68.126.241 include:spf-c.mailbaby.net a mx include:spf.protection.outlook.com include:spf.topsec.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAvOXDRlttG8xoWnan1q0JJ4y2LTJOukaKqGcxxZ6rrypUjKG1/UJZctPl0M6zInFMDj3EkPlnDlK+Qng9LhdkgSGsbGenUSeZzjVQ1y0kTiPCVmXcRGDZXJPhgQ7uxeBIEZJwUaR5h+rERiAO3ko6XpcKH3L334p3VEyfqOKirPHGY3SJSrVfyxNF6tHJyrAKf rKrSn9xaAzO8zGvnHBHOlaAqE9Uc5cP2JLSK9NoEZg4ZWEp+JfvBm79WYkL75FL9cruFdi2A6edWPwiQDkUOXPs0nIdoHOoYNJ+ubjxP2pGRhSsqbBB0Y33d4aV+U9dbGHanG8cDG74DiAX6+nx8QIDAQAB,Not found
magicdecor.ie,Live (HTTP),v=spf1 a mx include:_spf.cyberfolks.pl -all,Not found,v=DMARC1; p=none; sp=none
maxtondesignireland.ie,Live (HTTP),v=spf1 include:_spf.mlsend.com include:_spf.lh.pl -a,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAu/OipMUUzIK4HpADYzaO/E+VKvHLenVMWYqt+Azei5NF3bOSoUTfBJJc5dZqlu/Fi5JbG4lLVdoaqcnYm+6kDo1T7o6JfTvv2QuvgoROAnQYSQLtqYxLaCg5FVpT6w8vYThTnfQAfO +UDR/luesL0hn5v7Kb17PVo04AETvwAlHEX/8C/BBC/FXLL1iZsw11 Ox81SFyvLtQb61I58WINq785oU3qMbKalUEWp8Y+vTWCbR2RoZgkP13ytAxQmbmS+glR9IpXndbNB/k3CF7AJ3Zl/pHxbVMMkeFGkjqNcwBr1m3htBYpDAFSWonNYiu21i17a6mWp8FaJlq5rb yXfQIDAQAB,v=DMARC1; p=quarantine; rua=mailto:dmarc-report@lh.pl;
metagenics.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none;
midlandaquatic.ie,Live (HTTP),v=spf1 a mx ip4:185.135.90.63 ip6:fe80:0:0:0:f816:3eff:fe65:9293 ~all,Not found,v=DMARC1;p=none
naturespocket.ie,Live (HTTP),v=spf1 include:zohomail.eu ~all,Not found,v=DMARC1; p=none; rua=mailto:paulius@proneta.lt; ruf=mailto:paulius@proneta.lt; sp=none; adkim=r; aspf=r; pct=100
nitrosports.ie,No response,v=spf1  include:spf.mailjet.com a mx ~all,Not found,Not found
odonnellcommercials.ie,Live (HTTP),v=spf1 include:spf.sendinblue.com mx   include:amazonses.com include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=none; sp=none; rua=mailto:dmarc@mailinblue.com!10m; ruf=mailto:dmarc@mailinblue.com!10m; rf=afrf; pct=100; ri=86400
pila.ie,Live (HTTPS),Not found,Not found,Not found
planningalerts.ie,Live (HTTP),v=spf1 include:amazonses.com include:_spf.google.com -all,Not found,v=DMARC1; p=reject;
pleasurestore.ie,Live (HTTP),v=spf1 ip4:173.231.229.148 +mx +a mx ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAq86q6S8gJYIT7OPWck0oeCFPL7UMKRvELNfXpKfSy9p2l0xSr+T0QE84wniejzeU6LZSXSjCj8Zwz+zPQzEs1/lVtSXtzwis+QZ8zirmgteV884kiytVH6imc+ICzvzx8JQ9RDCCKcOSUHuybFT9I/24QVi/XdV4fzRn5dlas2w3bULC6czON5+Utbvofln1J HWS6PNkVo2BDcvNeT73BS/dirBG5JhanY0kpRaOE9WQ9pEq/xzt0k8gUYgi9HmBRj/hR7cyyJ2zeADSwnETJLF6RFPdgMdzijEXgRhbjQirSNBAoH6xqptkfjOF0s7ixLcSPuJ3qDkUdvJuzLbkbQIDAQAB;,v=DMARC1;p=none;sp=none;adkim=r;aspf=r;pct=100;fo=0;rf=afrf;ri=86400
rathkennyparish.ie,Live (HTTPS),v=spf1 a mx -all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarcadmin@getonline.ie;
sacredsenses.ie,Live (HTTP),v=spf1 +a +mx +ip4:81.17.241.117 include:spf.webhostingireland.ie ~all,Not found,Not found
satworld.ie,Live (HTTP),v=spf1 ip4:80.209.225.147 ip4:92.51.242.46 include:_spf.google.com ~all,Not found,v=DMARC1; p=none; rua=mailto:rua@dmarc.brevo.com
seasonsofireland.ie,Live (HTTP),v=spf1 a mx ip4:159.100.22.203 ~all,Not found,v=DMARC1; p=none
taxsaver.ie,Live (HTTP),v=spf1 a mx include:spf.irishdomains.comv=spf1 a mx include:spf.id.ie ~all,Not found,Not found
thesaurus.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.thesaurussoftware.com -all,Not found,v=DMARC1; p=reject; pct=100; sp=reject; rua=mailto:dmarc@brightsg.com; ruf=mailto:dmarc@brightsg.com
theway.ie,Live (HTTP),v=spf1 a mx ~all,Not found,v=DMARC1; p=none; rua=dmarcadmin@getonline.ie
topdogtraining.ie,Live (HTTP),v=spf1 +a +mx +ip4:35.214.97.58 include:topdogtraining.ie.spf.auto.dnssmarthost.net ~all,topdogtraining.ie.default.dkim.auto.dnssmarthost.net.default._domainkey_07cd4fd35d0994154b426b769ac54b67.dkim.dnssmarthost.net.v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAzoMWIqCoeUuyBsdpNqLbPEK3fM67cCAe/9qiBQVW2wYBY72h9/oEltWhirn1gdsOBnDtf9BYnnkUgygVRRUYGIPXg4DcSGqv0Sk3hGzVvtqEnXcBBE+yPJI9npzi1nJe8p7Bu5q9iMvkUyOcPEm3XGVdb9ZwpfOUmJvF+hjWB+p5KZz4BTGdI7vCX56J0PnbQ GaGfOuvBf/OFJBWd4vNcMi5LdiJwPTwL0aTxBH4dxugWk0jUexEOrVvrK8CwUlvAQNjKYVsuvG67r6cuc1G+P5VUQNb8pcF2lE2jX1zVk+ruYaMrZ52FpmVtMnUxqKzwao8EKRMcRzNU07UG1iLkQIDAQAB;,v=DMARC1; p=none; aspf=r; adkim=r;
triace.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc-reports@triace.ie
petermurphyelectrical.ie,Live (HTTP),v=spf1 include:mailgun.org ~all,Not found,v=DMARC1; p=none; rua=mailto:webmaster@petermurphyelectrical.ie
theennisyogastudio.ie,No response,Not found,Not found,Not found
morrisonhotel.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1;p=none;sp=none;pct=100;rua=mailto:dmarcreports@morrisonhotel.ie;ruf=mailto:dmarcreports@morrisonhotel.ie;ri=86400;aspf=r;adkim=r;fo=1
lynk.ie,Live (HTTP),v=spf1 ip4:178.62.83.234 a:piper.hostireland.com a:mail2.lynk.ie ip4:185.156.198.163 ip4:185.32.255.233 ip4:185.32.255.40 ip4:34.252.91.1 include:amazonses.com include:mailgun.org include:eu.transmail.net include:spf.protection.outlook.com ip4:207.58 .147.64/28 ip4:216.22.15.224/27 ip4:43.228.184.0/22 ip4:103.47.204.0/22 ip4:103.2.140.0/22 ip4:203.31.36.0/22 ip4:170.10.68.0/22 ip4:198.74.56.28 -all,Not found,v=DMARC1; p=reject; rua=mailto:5586c3c24b@rep.dmarcanalyzer.com; ruf=mailto:dmarc1@lynk.ie; pct=60; fo=0:1:d:s
casinoin.ie,Live (HTTP),v=spf1 include:_spf.google.com -all,Not found,v=DMARC1; p=none;
eunicas.ie,Live (HTTP),v=spf1 a mx include:cmail1.com a:smtp.hosts.co.uk a:athena.hosts.co.uk a:hermes.hosts.co.uk a:outgoing-smtp.namesco.net ?all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAxdR/mSFd0C0B3Lz5Vz2XwTJuB7UgjOniWuuLndwhZkX8EYF5tBc5KMkparYSTYDhHcCX68b9kb+32nXtVIFJ/CH63AOTy8Zqjjd8M2g1KJA8A3IgI17jJ9Hbga3OxModgtiDAIKEOwtVJVmBX4nBykOmtVHLyXJuialWHwEWDAJiU5SIjItHfFdycYdvQhqkX rP+VISY2wfgje63LlS2XituVs2wkvyqXWwqoq4QzY4U6R8nbntOAEOdd+bkptM/V8S22sGNsBGAQ4P5hTrI0nCsRlEDynFkzfGxvdcM4GWjZ4zmV7MAJ+UnKw66FQJvQdH6buxt0O/V5umHIs3gVwIDAQAB;,Not found
